用户ID,平台,设备档位,单次使用时长秒,周会话次数,是否付费
U003271,安卓,低端,623,5,0
U003272,iOS,低端,245,10,0
U003273,安卓,中端,452,5,0
U003274,安卓,中端,124,4,0
U003275,安卓,低端,69,8,0
U003276,安卓,低端,518,4,0
U003277,安卓,中端,110,6,0
U003278,安卓,低端,131,5,0
U003279,安卓,低端,38,5,0
U003280,iOS,高端,463,7,0
U003281,iOS,中端,370,10,0
U003282,安卓,低端,166,8,0
U003283,安卓,中端,679,4,0
U003284,安卓,低端,3417,7,0
U003285,安卓,高端,57,3,0
U003286,安卓,中端,139,12,0
U003287,安卓,中端,263,6,0
U003288,安卓,中端,606,5,0
U003289,iOS,中端,363,8,0
U003290,iOS,中端,246,9,0
U003291,安卓,低端,71,6,0
U003292,iOS,高端,1795,14,0
U003293,安卓,中端,2806,5,0
U003294,iOS,中端,552,8,1
U003295,iOS,高端,132,7,0
U003296,安卓,中端,286,4,0
U003297,安卓,高端,508,10,1
U003298,安卓,低端,64,11,0
U003299,安卓,低端,100,8,0
U003300,安卓,低端,261,3,0
U003301,iOS,高端,341,5,0
U003302,iOS,中端,427,7,1
U003303,安卓,中端,4041,5,0
U003304,安卓,低端,59,10,0
U003305,安卓,低端,343,4,0
U003306,安卓,中端,72,4,0
U003307,安卓,低端,99,7,0
U003308,安卓,高端,145,5,0
U003309,iOS,中端,1960,12,0
U003310,安卓,低端,2333,9,0
U003311,iOS,高端,398,9,0
U003312,安卓,低端,55,7,0
U003313,iOS,中端,894,12,0
U003314,iOS,高端,307,10,0
U003315,iOS,中端,75,3,0
U003316,安卓,低端,940,5,0
U003317,iOS,高端,147,5,0
U003318,iOS,低端,290,6,0
U003319,安卓,低端,671,5,0
U003320,安卓,高端,122,7,1
U003321,iOS,中端,135,7,0
U003322,安卓,中端,112,4,0
U003323,安卓,低端,142,3,0
U003324,安卓,低端,61,9,1
U003325,iOS,中端,15,6,0
U003326,安卓,低端,123,5,0
U003327,安卓,低端,191,6,0
U003328,安卓,低端,93,6,0
U003329,安卓,低端,151,5,0
U003330,安卓,中端,227,4,0
U003331,安卓,低端,274,8,0
U003332,安卓,低端,205,4,0
U003333,iOS,低端,27,5,0
U003334,iOS,中端,559,14,0
U003335,安卓,低端,222,6,0
U003336,安卓,低端,188,5,1
U003337,安卓,中端,256,4,0
U003338,安卓,低端,258,4,0
U003339,iOS,中端,216,10,0
U003340,安卓,高端,907,5,0
U003341,安卓,低端,46,6,0
U003342,安卓,低端,82,4,0
U003343,安卓,中端,57,9,0
U003344,iOS,高端,819,5,0
U003345,安卓,中端,227,2,1
U003346,安卓,低端,41,4,0
U003347,iOS,中端,171,8,0
U003348,iOS,中端,1027,3,1
U003349,iOS,高端,517,5,1
U003350,安卓,中端,1938,4,0
U003351,安卓,中端,23,5,0
U003352,安卓,中端,134,8,0
U003353,安卓,高端,161,3,0
U003354,安卓,中端,1453,6,0
U003355,安卓,中端,65,5,0
U003356,iOS,中端,551,3,0
U003357,安卓,中端,323,6,0
U003358,安卓,中端,1002,7,0
U003359,安卓,低端,566,6,0
U003360,安卓,中端,147,7,0
U003361,安卓,低端,314,7,0
U003362,安卓,中端,84,3,0
U003363,安卓,中端,348,4,0
U003364,iOS,高端,755,7,0
U003365,iOS,高端,382,4,0
U003366,安卓,中端,648,6,0
U003367,iOS,中端,497,8,0
U003368,iOS,中端,322,6,0
U003369,安卓,中端,152,3,1
U003370,iOS,低端,246,2,1
U003371,安卓,低端,291,3,0
U003372,安卓,中端,1060,3,0
U003373,iOS,低端,355,10,0
U003374,安卓,低端,322,5,0
U003375,安卓,低端,497,5,0
U003376,安卓,低端,1668,5,0
U003377,安卓,高端,46,10,0
U003378,iOS,高端,300,6,0
U003379,安卓,中端,204,8,0
U003380,安卓,中端,34,3,0
U003381,安卓,中端,205,5,0
U003382,iOS,中端,50,7,0
U003383,iOS,高端,844,5,0
U003384,安卓,中端,107,5,0
U003385,iOS,高端,29,10,0
U003386,安卓,低端,38,5,0
U003387,iOS,中端,445,7,0
U003388,安卓,中端,191,7,0
U003389,安卓,中端,658,5,0
U003390,安卓,中端,350,2,0
U003391,安卓,高端,969,2,0
U003392,安卓,低端,44,9,0
U003393,安卓,中端,429,5,0
U003394,安卓,低端,7,5,0
U003395,安卓,低端,156,9,0
U003396,iOS,中端,263,7,0
U003397,安卓,中端,108,4,0
U003398,安卓,中端,396,6,0
U003399,安卓,中端,445,5,1
U003400,安卓,低端,84,4,0
U003401,安卓,中端,3196,4,0
U003402,iOS,中端,205,10,0
U003403,安卓,中端,245,3,0
U003404,安卓,中端,64,6,0
U003405,安卓,中端,258,9,0
U003406,iOS,高端,457,4,0
U003407,iOS,低端,93,3,0
U003408,iOS,中端,537,6,0
U003409,安卓,低端,1196,8,0
U003410,安卓,中端,161,6,0
U003411,安卓,低端,238,4,1
U003412,安卓,低端,742,5,0
U003413,iOS,高端,424,8,0
U003414,安卓,中端,700,2,0
U003415,iOS,中端,510,5,0
U003416,安卓,低端,122,7,0
U003417,安卓,低端,151,5,0
U003418,安卓,低端,26,4,0
U003419,iOS,高端,277,7,0
U003420,安卓,低端,364,7,0
U003421,安卓,中端,233,8,0
U003422,iOS,高端,372,8,1
U003423,安卓,中端,271,3,0
U003424,安卓,中端,969,4,0
U003425,安卓,中端,127,4,0
U003426,iOS,中端,139,9,0
U003427,安卓,低端,563,6,0
U003428,安卓,高端,142,6,0
U003429,iOS,高端,186,4,0
U003430,安卓,中端,1321,1,0
U003431,安卓,低端,349,10,0
U003432,安卓,低端,128,3,0
U003433,安卓,中端,181,8,0
U003434,iOS,低端,693,9,0
U003435,iOS,中端,90,8,0
U003436,安卓,中端,2090,6,0
U003437,安卓,低端,178,6,0
U003438,iOS,中端,487,9,0
U003439,iOS,低端,398,7,0
U003440,iOS,中端,737,5,0
U003441,安卓,中端,179,2,0
U003442,安卓,低端,178,9,0
U003443,安卓,中端,586,6,0
U003444,安卓,中端,81,5,0
U003445,iOS,高端,230,4,0
U003446,安卓,低端,492,9,0
U003447,iOS,低端,185,11,0
U003448,安卓,低端,2872,9,0
U003449,安卓,中端,34,4,0
U003450,安卓,低端,40,4,0
U003451,安卓,高端,134,6,0
U003452,iOS,高端,750,4,0
U003453,安卓,中端,493,7,0
U003454,安卓,低端,91,6,0
U003455,安卓,中端,25,5,0
U003456,iOS,高端,338,5,0
U003457,安卓,低端,167,5,0
U003458,安卓,高端,1027,3,0
U003459,安卓,中端,157,5,0
U003460,安卓,低端,75,3,0
U003461,安卓,低端,1186,3,0
U003462,安卓,中端,180,5,0
U003463,安卓,低端,75,4,0
U003464,安卓,中端,158,5,0
U003465,安卓,低端,133,3,0
U003466,安卓,高端,319,4,0
U003467,安卓,低端,1144,6,0
U003468,安卓,中端,81,4,0
U003469,安卓,中端,377,9,0
U003470,安卓,低端,114,9,0
U003471,安卓,低端,448,4,0
U003472,安卓,中端,613,7,0
U003473,安卓,中端,28,12,0
U003474,安卓,中端,273,5,0
U003475,安卓,低端,1590,5,0
U003476,iOS,低端,226,10,0
U003477,安卓,中端,245,5,0
U003478,安卓,中端,637,4,0
U003479,安卓,中端,255,12,0
U003480,安卓,中端,540,4,0
U003481,iOS,低端,46,7,0
U003482,iOS,中端,198,9,0
U003483,安卓,中端,80,9,0
U003484,安卓,低端,184,7,0
U003485,iOS,中端,176,3,1
U003486,iOS,高端,461,3,0
U003487,安卓,低端,178,7,0
U003488,安卓,中端,86,6,0
U003489,安卓,低端,706,8,0
U003490,iOS,中端,134,13,0
U003491,安卓,低端,898,3,0
U003492,iOS,中端,577,8,0
U003493,安卓,低端,506,6,0
U003494,安卓,低端,60,5,1
U003495,安卓,低端,564,6,0
U003496,iOS,中端,281,5,0
U003497,安卓,中端,100,5,0
U003498,iOS,中端,469,4,0
U003499,安卓,中端,58,7,0
U003500,iOS,中端,128,8,0
U003501,iOS,高端,633,10,0
U003502,安卓,高端,472,9,0
U003503,安卓,中端,77,7,0
U003504,安卓,低端,489,2,0
U003505,安卓,高端,1056,6,0
U003506,安卓,中端,77,5,0
U003507,安卓,低端,1207,6,0
U003508,iOS,中端,140,9,0
U003509,安卓,高端,197,3,0
U003510,iOS,中端,228,4,0
U003511,安卓,高端,908,9,0
U003512,安卓,中端,113,8,0
U003513,安卓,低端,360,6,0
U003514,iOS,中端,264,13,0
U003515,安卓,低端,102,4,0
U003516,安卓,高端,97,5,0
U003517,iOS,高端,457,8,0
U003518,安卓,低端,167,5,0
U003519,iOS,高端,443,8,0
U003520,安卓,高端,233,5,0
U003521,安卓,低端,80,3,0
U003522,安卓,低端,497,11,0
U003523,iOS,中端,777,8,0
U003524,安卓,低端,366,6,0
U003525,安卓,高端,249,8,0
U003526,安卓,中端,151,4,1
U003527,安卓,低端,383,6,0
U003528,安卓,低端,42,5,0
U003529,安卓,高端,72,6,0
U003530,iOS,高端,880,7,0
U003531,安卓,中端,196,7,0
U003532,安卓,中端,320,6,0
U003533,iOS,高端,178,5,0
U003534,iOS,中端,276,10,0
U003535,iOS,中端,749,6,0
U003536,安卓,中端,395,8,0
U003537,安卓,高端,211,4,0
U003538,iOS,高端,517,7,0
U003539,iOS,低端,515,10,0
U003540,安卓,中端,124,5,0
U003541,安卓,低端,167,7,0
U003542,iOS,中端,136,1,0
U003543,iOS,高端,797,8,0
U003544,安卓,低端,71,10,0
U003545,安卓,低端,1294,7,0
U003546,iOS,高端,762,8,0
U003547,安卓,低端,110,7,1
U003548,iOS,中端,223,6,0
U003549,iOS,高端,3110,5,0
U003550,iOS,中端,58,10,0
U003551,安卓,中端,1869,6,0
U003552,安卓,中端,491,10,0
U003553,安卓,中端,19,7,0
U003554,安卓,中端,57,5,0
U003555,iOS,中端,392,4,0
U003556,安卓,低端,254,7,0
U003557,安卓,中端,256,4,0
U003558,iOS,高端,118,7,0
U003559,安卓,高端,461,9,0
U003560,iOS,高端,603,8,0
U003561,iOS,中端,140,3,0
U003562,安卓,低端,132,3,0
U003563,iOS,中端,89,8,0
U003564,iOS,高端,264,7,0
U003565,安卓,低端,85,4,0
U003566,安卓,中端,375,6,0
U003567,安卓,中端,907,6,0
U003568,iOS,中端,112,5,0
U003569,iOS,中端,625000,6,0
U003570,iOS,中端,1112,6,1
U003571,安卓,中端,1366,5,0
U003572,iOS,中端,314,10,1
U003573,安卓,低端,1347,3,0
U003574,安卓,低端,400,3,0
U003575,安卓,低端,72,8,0
U003576,iOS,中端,92,5,0
U003577,安卓,低端,445,7,0
U003578,iOS,高端,90,6,0
U003579,安卓,中端,3132,5,0
U003580,iOS,中端,180,7,0
U003581,iOS,中端,867,5,0
U003582,安卓,中端,40,5,0
U003583,安卓,中端,69,7,0
U003584,iOS,中端,659,6,0
U003585,安卓,低端,308,2,0
U003586,安卓,中端,1474,5,0
U003587,安卓,中端,188,7,0
U003588,安卓,中端,367,6,0
U003589,安卓,中端,716,8,0
U003590,iOS,中端,137,8,0
U003591,安卓,中端,377,2,0
U003592,安卓,中端,199,10,0
U003593,安卓,高端,212,6,0
U003594,iOS,低端,564,9,0
U003595,安卓,低端,276,1,0
U003596,iOS,中端,43,5,0
U003597,安卓,低端,62,7,0
U003598,安卓,低端,85,3,0
U003599,iOS,中端,512,9,0
U003600,iOS,高端,634,7,0
U003601,安卓,中端,89,5,0
U003602,安卓,高端,1025,4,0
U003603,iOS,中端,629,6,0
U003604,安卓,低端,195,8,0
U003605,安卓,低端,68,11,0
U003606,安卓,中端,90,5,0
U003607,安卓,中端,376,8,0
U003608,安卓,低端,305,3,0
U003609,安卓,中端,56,10,0
U003610,iOS,高端,330,8,1
U003611,安卓,中端,24,4,0
U003612,安卓,中端,1169,6,0
U003613,安卓,中端,66,4,0
U003614,安卓,中端,30,4,0
U003615,安卓,中端,451,10,0
U003616,安卓,中端,102,9,0
U003617,iOS,中端,312,9,0
U003618,安卓,中端,144,4,0
U003619,iOS,中端,282,7,0
U003620,安卓,低端,21,8,0
U003621,安卓,中端,46,5,0
U003622,安卓,中端,2951,7,0
U003623,iOS,中端,215,6,0
U003624,安卓,中端,192,4,0
U003625,iOS,低端,204,7,0
U003626,安卓,低端,403,3,0
U003627,iOS,中端,191,5,0
U003628,安卓,中端,170,3,0
U003629,安卓,低端,1162,6,0
U003630,安卓,中端,105,6,0
U003631,安卓,低端,68,7,0
U003632,安卓,中端,192,5,0
U003633,安卓,低端,148,6,0
U003634,安卓,高端,131,7,0
U003635,安卓,中端,256,2,0
U003636,安卓,低端,81,5,0
U003637,安卓,中端,53,8,0
U003638,安卓,低端,177,7,0
U003639,安卓,中端,198,6,0
U003640,安卓,中端,53,4,0
U003641,iOS,低端,56,9,0
U003642,iOS,中端,222,8,0
U003643,安卓,中端,1546,7,0
U003644,安卓,低端,297,7,0
U003645,安卓,中端,133,6,0
U003646,安卓,高端,1693,6,0
U003647,安卓,中端,68,9,0
U003648,安卓,低端,743,6,0
U003649,iOS,中端,190,2,0
U003650,iOS,高端,1373,4,1
U003651,安卓,中端,46,7,0
U003652,安卓,中端,513,7,0
U003653,安卓,低端,242,7,1
U003654,安卓,中端,27,6,0
U003655,安卓,低端,39,6,0
U003656,安卓,中端,202,4,0
U003657,安卓,中端,34,5,0
U003658,安卓,中端,8412,5,0
U003659,iOS,高端,382,8,0
U003660,安卓,低端,15,3,0
U003661,安卓,中端,160,10,0
U003662,iOS,低端,1518,11,0
U003663,iOS,中端,217,3,0
U003664,安卓,中端,669,7,0
U003665,安卓,中端,559,4,0
U003666,安卓,低端,97,12,0
U003667,安卓,高端,235,6,0
U003668,iOS,中端,223,6,0
U003669,iOS,中端,314,8,0
U003670,安卓,高端,74,6,0
U003671,安卓,低端,137,8,0
U003672,iOS,高端,486,4,0
U003673,安卓,低端,294,7,0
U003674,iOS,中端,332,5,0
U003675,安卓,高端,43,3,0
U003676,安卓,低端,74,9,0
U003677,安卓,低端,493,4,0
U003678,iOS,低端,255,5,0
U003679,安卓,中端,489,3,0
U003680,安卓,低端,29,7,0
U003681,iOS,低端,234,5,0
U003682,iOS,中端,1149,8,0
U003683,安卓,中端,1316,7,0
U003684,安卓,中端,91,4,0
U003685,安卓,低端,237,2,1
U003686,安卓,低端,84,5,0
U003687,iOS,低端,569,12,0
U003688,iOS,中端,208,8,0
U003689,iOS,高端,1541,7,0
U003690,iOS,低端,503,9,0
U003691,安卓,低端,1644,8,0
U003692,安卓,高端,17,3,0
U003693,iOS,中端,647,11,0
U003694,iOS,低端,249,4,0
U003695,iOS,中端,186,6,0
U003696,安卓,低端,465,3,0
U003697,安卓,低端,379,6,0
U003698,iOS,中端,98,12,0
U003699,iOS,中端,204,4,0
U003700,安卓,低端,150,4,0
U003701,安卓,中端,40,5,0
U003702,安卓,中端,256,6,0
U003703,安卓,低端,120,6,0
U003704,iOS,中端,156,2,0
U003705,安卓,低端,883,7,0
U003706,安卓,中端,8080,6,0
U003707,安卓,低端,153,5,0
U003708,iOS,高端,781,5,0
U003709,安卓,低端,354,4,0
U003710,iOS,中端,576,8,0
U003711,iOS,高端,1244,7,0
U003712,iOS,高端,406,11,0
U003713,iOS,低端,538,9,0
U003714,安卓,中端,102,4,0
U003715,iOS,中端,384,12,0
U003716,安卓,低端,130,10,0
U003717,iOS,中端,819,8,0
U003718,安卓,中端,88,5,0
U003719,iOS,中端,202,8,0
U003720,安卓,中端,21,5,0
U003721,安卓,中端,814,5,0
U003722,安卓,低端,65,7,0
U003723,iOS,中端,87,11,0
U003724,安卓,中端,470,4,0
U003725,安卓,低端,65,4,0
U003726,iOS,中端,187,11,0
U003727,安卓,低端,484,6,1
U003728,安卓,低端,322,6,0
U003729,安卓,低端,165,4,0
U003730,iOS,中端,185,6,0
U003731,iOS,中端,61,4,0
U003732,安卓,中端,784,11,0
U003733,iOS,低端,47,7,0
U003734,iOS,中端,625,9,1
U003735,iOS,低端,423,8,1
U003736,安卓,低端,633,9,0
U003737,安卓,低端,2326,6,0
U003738,安卓,中端,443,8,0
U003739,iOS,低端,338,7,0
U003740,安卓,高端,138,4,0
U003741,安卓,高端,261,6,0
U003742,安卓,高端,452,7,0
U003743,安卓,中端,173,6,0
U003744,安卓,中端,211,2,0
U003745,安卓,中端,389,7,0
U003746,安卓,中端,139,5,0
U003747,iOS,中端,450,7,0
U003748,安卓,中端,57,5,0
U003749,安卓,低端,89,4,0
U003750,iOS,高端,71,6,0
U003751,安卓,低端,198,4,0
U003752,iOS,中端,194,8,0
U003753,安卓,中端,358,10,0
U003754,安卓,中端,337,5,0
U003755,安卓,中端,208,3,0
U003756,安卓,高端,1043,8,0
U003757,iOS,中端,554,7,0
U003758,安卓,高端,443,4,0
U003759,安卓,低端,108,5,0
U003760,安卓,中端,109,7,0
U003761,安卓,低端,516,3,0
U003762,安卓,中端,236,5,0
U003763,iOS,中端,439,4,0
U003764,iOS,中端,506,9,0
U003765,安卓,中端,61,5,0
U003766,安卓,低端,79,6,0
U003767,安卓,低端,106,5,1
U003768,iOS,中端,783,6,0
U003769,iOS,中端,56,2,0
U003770,安卓,中端,258,4,0
U003771,安卓,低端,429,4,0
U003772,安卓,中端,821,6,0
U003773,iOS,中端,365,5,0
U003774,安卓,中端,441,3,0
U003775,安卓,低端,355,7,0
U003776,安卓,中端,238,5,0
U003777,安卓,中端,441,5,0
U003778,安卓,低端,653,6,0
U003779,安卓,中端,695,6,0
U003780,iOS,中端,58,10,0
U003781,安卓,低端,17,8,0
U003782,iOS,中端,559,6,0
U003783,iOS,中端,580,9,0
U003784,安卓,中端,1024,2,0
U003785,iOS,高端,711,9,0
U003786,安卓,中端,108,5,0
U003787,安卓,中端,725,3,0
U003788,安卓,中端,67,5,0
U003789,iOS,高端,122,6,0
U003790,安卓,中端,10,5,0
U003791,安卓,高端,204,8,0
U003792,安卓,低端,103,7,0
U003793,安卓,中端,97,4,0
U003794,iOS,中端,86,5,0
U003795,安卓,高端,1091,3,0
U003796,安卓,低端,530,7,0
U003797,安卓,中端,81,8,0
U003798,安卓,高端,996,4,0
U003799,iOS,中端,901,6,0
U003800,安卓,中端,26,6,0
U003801,安卓,低端,325,5,0
U003802,iOS,中端,531,4,0
U003803,安卓,中端,820,6,0
U003804,iOS,中端,215,7,0
U003805,安卓,低端,28,5,0
U003806,安卓,中端,274,6,0
U003807,iOS,中端,340,8,0
U003808,安卓,低端,10,4,0
U003809,iOS,中端,1001,6,0
U003810,iOS,高端,2364,8,0
U003811,iOS,高端,413,8,1
U003812,安卓,高端,230,3,0
U003813,iOS,中端,128,7,0
U003814,iOS,中端,608,5,0
U003815,安卓,高端,299,5,0
U003816,iOS,低端,491,8,0
U003817,iOS,高端,466,4,0
U003818,iOS,高端,1396,6,0
U003819,安卓,中端,583,6,0
U003820,iOS,中端,543,7,0
U003821,安卓,低端,296,2,0
U003822,安卓,低端,638,6,0
U003823,安卓,低端,147,9,0
U003824,安卓,中端,360,6,0
U003825,安卓,低端,120,7,0
U003826,安卓,高端,1741,5,0
U003827,iOS,中端,443,6,0
U003828,安卓,中端,1636,3,0
U003829,安卓,中端,429,5,0
U003830,安卓,中端,503,7,0
U003831,iOS,中端,1238,4,0
U003832,iOS,低端,431,4,0
U003833,iOS,低端,61,9,0
U003834,安卓,低端,139,6,0
U003835,iOS,中端,112,4,0
U003836,iOS,中端,93,7,0
U003837,iOS,高端,219,9,0
U003838,iOS,低端,435,8,0
U003839,安卓,低端,272,7,0
U003840,安卓,中端,158,4,1
U003841,iOS,中端,1391,6,0
U003842,iOS,中端,55,3,0
U003843,安卓,中端,157,9,0
U003844,iOS,高端,461,4,0
U003845,iOS,中端,357,9,0
U003846,安卓,中端,283,7,0
U003847,安卓,中端,128,8,1
U003848,安卓,中端,123,4,0
U003849,安卓,高端,2319,4,0
U003850,安卓,低端,317,5,0
U003851,安卓,低端,74,3,0
U003852,iOS,中端,436,5,0
U003853,iOS,高端,395,10,0
U003854,安卓,低端,714,5,0
U003855,安卓,中端,34,7,0
U003856,安卓,中端,258,3,0
U003857,iOS,高端,400,6,0
U003858,iOS,低端,321,8,0
U003859,iOS,中端,77,7,0
U003860,安卓,高端,799,9,0
U003861,安卓,低端,133,7,0
U003862,iOS,中端,327,9,0
U003863,安卓,高端,294,7,0
U003864,iOS,低端,190,5,0
U003865,安卓,低端,347,9,0
U003866,安卓,低端,5035,7,0
U003867,安卓,中端,561,8,0
U003868,安卓,中端,148,3,0
U003869,安卓,低端,190,5,0
U003870,iOS,中端,1708,5,0
U003871,iOS,低端,891,9,0
U003872,安卓,中端,260,8,0
U003873,iOS,中端,500,10,1
U003874,安卓,低端,218,6,0
U003875,安卓,高端,4069,6,0
U003876,iOS,中端,303,9,0
U003877,安卓,中端,160,7,1
U003878,安卓,高端,82,5,0
U003879,安卓,中端,67,9,0
U003880,安卓,低端,1741,4,0
U003881,安卓,中端,87,6,0
U003882,iOS,中端,125,6,0
U003883,iOS,中端,638,12,0
U003884,安卓,中端,657,3,0
U003885,安卓,中端,183,5,0
U003886,安卓,中端,68,3,0
U003887,安卓,中端,296,6,0
U003888,安卓,高端,1006,3,0
U003889,安卓,低端,93,7,0
U003890,安卓,中端,95,9,0
U003891,安卓,低端,133,12,0
U003892,安卓,低端,145,7,0
U003893,安卓,低端,92,7,0
U003894,安卓,中端,553,6,1
U003895,安卓,低端,76,6,1
U003896,安卓,低端,161,4,0
U003897,安卓,低端,295,6,0
U003898,安卓,低端,132,4,0
U003899,iOS,中端,309,4,0
U003900,安卓,中端,423,8,0
U003901,iOS,中端,711,7,0
U003902,安卓,中端,514,10,0
U003903,iOS,高端,311,7,0
U003904,安卓,中端,43,10,0
U003905,安卓,中端,90,7,0
U003906,安卓,高端,2147,8,0
U003907,安卓,高端,3617,6,0
U003908,iOS,高端,397,7,1
U003909,安卓,中端,227,4,0
U003910,iOS,低端,974,11,0
U003911,安卓,低端,315,4,0
U003912,安卓,中端,1565,8,0
U003913,安卓,高端,22,5,0
U003914,安卓,低端,234,4,1
U003915,iOS,中端,516,5,0
U003916,安卓,低端,38,4,0
U003917,安卓,中端,28,4,0
U003918,安卓,低端,30,3,0
U003919,安卓,低端,188,6,0
U003920,iOS,高端,324,8,0
U003921,iOS,低端,284,5,0
U003922,安卓,低端,409,4,0
U003923,安卓,低端,87,4,0
U003924,iOS,低端,50,8,0
U003925,安卓,中端,1627,10,0
U003926,iOS,低端,445,6,0
U003927,安卓,中端,232,4,0
U003928,安卓,中端,1011,5,0
U003929,安卓,低端,229,7,0
U003930,iOS,中端,262,10,0
U003931,iOS,低端,209,6,0
U003932,安卓,高端,248,3,0
U003933,iOS,中端,280,7,0
U003934,安卓,中端,511,5,0
U003935,安卓,中端,128,6,0
U003936,安卓,低端,3769,1,0
U003937,安卓,高端,12,3,0
U003938,iOS,低端,182,7,0
U003939,iOS,高端,252,9,0
U003940,安卓,中端,474,4,0
U003941,iOS,中端,227,6,0
U003942,iOS,中端,657,13,0
U003943,安卓,高端,53,8,0
U003944,iOS,高端,1480,12,0
U003945,iOS,中端,515,3,0
U003946,安卓,低端,40,9,0
U003947,安卓,中端,496,4,0
U003948,安卓,高端,81,8,0
U003949,iOS,中端,211,7,0
U003950,安卓,低端,1057,2,0
U003951,安卓,低端,280,3,0
U003952,安卓,中端,119,1,1
U003953,安卓,中端,74,7,0
U003954,安卓,低端,65,5,0
U003955,安卓,低端,44,6,0
U003956,安卓,低端,141,6,0
